col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,partition_0
4479,A(n),Antarctic fur seal,"weighs, on average,",85,kilograms,NA,NA,NA,NA,monarch
4480,A(n),Sassaby or blesbok,"weighs, on average,",85,kilograms,NA,NA,NA,NA,monarch
4481,A(n),Amazon dolphin,"weighs, on average,",84,kilograms,NA,NA,NA,NA,monarch
4482,A(n),Yangzte river dolphin or baiji,"weighs, on average,",84,kilograms,NA,NA,NA,NA,monarch
4483,A(n),Lesser kudu,"weighs, on average,",83,kilograms,NA,NA,NA,NA,monarch
4484,A(n),Ibex,"weighs, on average,",83,kilograms,NA,NA,NA,NA,monarch
4485,A(n),Jaguar,"weighs, on average,",81,kilograms,NA,NA,NA,NA,monarch
4486,A(n),Short-beaked saddleback dolphin,"weighs, on average,",80,kilograms,NA,NA,NA,NA,monarch
4487,A(n),Javan pig,"weighs, on average,",76,kilograms,NA,NA,NA,NA,monarch
4488,A(n),Nilgiri tahr,"weighs, on average,",75,kilograms,NA,NA,NA,NA,monarch
4489,A(n),Dall's sheep,"weighs, on average,",73,kilograms,NA,NA,NA,NA,monarch
4490,A(n),Dama gazelle,"weighs, on average,",73,kilograms,NA,NA,NA,NA,monarch
4491,A(n),Babirusa,"weighs, on average,",72,kilograms,NA,NA,NA,NA,monarch
4492,A(n),Bighorn sheep,"weighs, on average,",70,kilograms,NA,NA,NA,NA,monarch
4493,A(n),Jentink's duiker,"weighs, on average,",70,kilograms,NA,NA,NA,NA,monarch
4494,A(n),Chilean guemal,"weighs, on average,",70,kilograms,NA,NA,NA,NA,monarch
4495,A(n),West Caucasian tur,"weighs, on average,",70,kilograms,NA,NA,NA,NA,monarch
4496,A(n),Ganges dolphin,"weighs, on average,",70,kilograms,NA,NA,NA,NA,monarch
4497,A(n),Fallow deer,"weighs, on average,",70,kilograms,NA,NA,NA,NA,monarch
4498,A(n),Grant's gazelle,"weighs, on average,",67,kilograms,NA,NA,NA,NA,monarch
4499,A(n),Orangutan,"weighs, on average,",64,kilograms,NA,NA,NA,NA,monarch
4500,A(n),Timor deer,"weighs, on average,",63,kilograms,NA,NA,NA,NA,monarch
4501,A(n),Cougar,"weighs, on average,",63,kilograms,NA,NA,NA,NA,monarch
4502,A(n),Spotted hyena,"weighs, on average,",63,kilograms,NA,NA,NA,NA,monarch
4503,A(n),Yellow-backed duiker,"weighs, on average,",62,kilograms,NA,NA,NA,NA,monarch
4504,A(n),Bushbuck,"weighs, on average,",60,kilograms,NA,NA,NA,NA,monarch
4505,A(n),Aardvark,"weighs, on average,",60,kilograms,NA,NA,NA,NA,monarch
4506,A(n),Southern reedbuck,"weighs, on average,",58,kilograms,NA,NA,NA,NA,monarch
4507,A(n),Spanish ibex,"weighs, on average,",58,kilograms,NA,NA,NA,NA,monarch
4508,A(n),Mule deer,"weighs, on average,",57,kilograms,NA,NA,NA,NA,monarch
4509,A(n),Hector's dolphin,"weighs, on average,",56,kilograms,NA,NA,NA,NA,monarch
4510,A(n),Red kangaroo,"weighs, on average,",55,kilograms,NA,NA,NA,NA,monarch
4511,A(n),Bawean deer,"weighs, on average,",55,kilograms,NA,NA,NA,NA,monarch
4512,A(n),Capybara,"weighs, on average,",55,kilograms,NA,NA,NA,NA,monarch
4513,A(n),Bharal,"weighs, on average,",55,kilograms,NA,NA,NA,NA,monarch
4514,A(n),New Zealand fur seal,"weighs, on average,",55,kilograms,NA,NA,NA,NA,monarch
4515,A(n),Leopard,"weighs, on average,",54,kilograms,NA,NA,NA,NA,monarch
4516,A(n),Cheetah,"weighs, on average,",54,kilograms,NA,NA,NA,NA,monarch
4517,A(n),Harbor porpoise,"weighs, on average,",53,kilograms,NA,NA,NA,NA,monarch
4518,A(n),Impala,"weighs, on average,",53,kilograms,NA,NA,NA,NA,monarch
4519,A(n),Vicugna,"weighs, on average,",50,kilograms,NA,NA,NA,NA,monarch
4520,A(n),Sub-Antarctic fur seal,"weighs, on average,",50,kilograms,NA,NA,NA,NA,monarch
4521,A(n),Philippine brown deer,"weighs, on average,",50,kilograms,NA,NA,NA,NA,monarch
4522,A(n),Commerson's dolphin,"weighs, on average,",50,kilograms,NA,NA,NA,NA,monarch
4523,A(n),Snow leopard,"weighs, on average,",50,kilograms,NA,NA,NA,NA,monarch
4524,A(n),East Caucasian tur,"weighs, on average,",50,kilograms,NA,NA,NA,NA,monarch
4525,A(n),Antilopine wallaroo,"weighs, on average,",50,kilograms,NA,NA,NA,NA,monarch
4526,A(n),Eastern gray kangaroo,"weighs, on average,",50,kilograms,NA,NA,NA,NA,monarch
4527,A(n),Soemmering's gazelle,"weighs, on average,",49,kilograms,NA,NA,NA,NA,monarch
4528,A(n),Goitered gazelle,"weighs, on average,",49,kilograms,NA,NA,NA,NA,monarch
4529,A(n),Rhim gazelle,"weighs, on average,",49,kilograms,NA,NA,NA,NA,monarch
4530,A(n),River dolphin,"weighs, on average,",47,kilograms,NA,NA,NA,NA,monarch
4531,A(n),Nubian ibex,"weighs, on average,",46,kilograms,NA,NA,NA,NA,monarch
4532,A(n),Pronghorn,"weighs, on average,",46,kilograms,NA,NA,NA,NA,monarch
4533,A(n),Sun bear,"weighs, on average,",46,kilograms,NA,NA,NA,NA,monarch
4534,A(n),Bohar reedbuck,"weighs, on average,",46,kilograms,NA,NA,NA,NA,monarch
4535,A(n),Southern fur seal,"weighs, on average,",46,kilograms,NA,NA,NA,NA,monarch
4536,A(n),Red brocket,"weighs, on average,",46,kilograms,NA,NA,NA,NA,monarch
4537,A(n),Guemals,"weighs, on average,",45,kilograms,NA,NA,NA,NA,monarch
4538,A(n),Chimpanzee,"weighs, on average,",45,kilograms,NA,NA,NA,NA,monarch
4539,A(n),Gerenuk,"weighs, on average,",44,kilograms,NA,NA,NA,NA,monarch
4540,A(n),Brown hyena,"weighs, on average,",42,kilograms,NA,NA,NA,NA,monarch
4541,A(n),Sika deer,"weighs, on average,",42,kilograms,NA,NA,NA,NA,monarch
4542,A(n),Markhor,"weighs, on average,",41,kilograms,NA,NA,NA,NA,monarch
4543,A(n),Calamian deer,"weighs, on average,",41,kilograms,NA,NA,NA,NA,monarch
4544,A(n),Franciscana,"weighs, on average,",41,kilograms,NA,NA,NA,NA,monarch
4545,A(n),Striped hyena,"weighs, on average,",40,kilograms,NA,NA,NA,NA,monarch
4546,A(n),Pygmy chimpanzee or bonono,"weighs, on average,",40,kilograms,NA,NA,NA,NA,monarch
4547,A(n),Eastern roe deer,"weighs, on average,",39,kilograms,NA,NA,NA,NA,monarch
4548,A(n),Springbok,"weighs, on average,",39,kilograms,NA,NA,NA,NA,monarch
4549,A(n),Blackbuck,"weighs, on average,",38,kilograms,NA,NA,NA,NA,monarch
4550,A(n),Saiga,"weighs, on average,",38,kilograms,NA,NA,NA,NA,monarch
4551,A(n),Chamois,"weighs, on average,",38,kilograms,NA,NA,NA,NA,monarch
4552,A(n),Chital,"weighs, on average,",36,kilograms,NA,NA,NA,NA,monarch
4553,A(n),Himalayan tahr,"weighs, on average,",35,kilograms,NA,NA,NA,NA,monarch
4554,A(n),Chacoan peccary,"weighs, on average,",35,kilograms,NA,NA,NA,NA,monarch
4555,A(n),Tufted deer,"weighs, on average,",34,kilograms,NA,NA,NA,NA,monarch
4556,A(n),Giant armadillo,"weighs, on average,",33,kilograms,NA,NA,NA,NA,monarch
4557,A(n),Finless porpoise,"weighs, on average,",33,kilograms,NA,NA,NA,NA,monarch
4558,A(n),Pampas deer,"weighs, on average,",33,kilograms,NA,NA,NA,NA,monarch
4559,A(n),Goral,"weighs, on average,",32,kilograms,NA,NA,NA,NA,monarch
4560,A(n),Northern hairy-nosed wombat,"weighs, on average,",31,kilograms,NA,NA,NA,NA,monarch
4561,A(n),Dibatag,"weighs, on average,",31,kilograms,NA,NA,NA,NA,monarch
4562,A(n),Wallaroo,"weighs, on average,",30,kilograms,NA,NA,NA,NA,monarch
4563,A(n),Pyranean chamois,"weighs, on average,",30,kilograms,NA,NA,NA,NA,monarch
4564,A(n),Mountain reedbuck,"weighs, on average,",30,kilograms,NA,NA,NA,NA,monarch
4565,A(n),Mongolian gazelle,"weighs, on average,",30,kilograms,NA,NA,NA,NA,monarch
4566,A(n),Giant anteater,"weighs, on average,",29,kilograms,NA,NA,NA,NA,monarch
4567,A(n),Western gray kangaroo,"weighs, on average,",28,kilograms,NA,NA,NA,NA,monarch
4568,A(n),Chinese goral,"weighs, on average,",27,kilograms,NA,NA,NA,NA,monarch
4569,A(n),Gray wolf,"weighs, on average,",27,kilograms,NA,NA,NA,NA,monarch
4570,A(n),African wild dog,"weighs, on average,",27,kilograms,NA,NA,NA,NA,monarch
4571,A(n),Sea otter,"weighs, on average,",26,kilograms,NA,NA,NA,NA,monarch
4572,A(n),Hairy-nosed wombat,"weighs, on average,",26,kilograms,NA,NA,NA,NA,monarch
4573,A(n),Coarse-haired wombat,"weighs, on average,",26,kilograms,NA,NA,NA,NA,monarch
4574,A(n),Thomson's gazelle,"weighs, on average,",25,kilograms,NA,NA,NA,NA,monarch
4575,A(n),Common rhebok,"weighs, on average,",25,kilograms,NA,NA,NA,NA,monarch
4576,A(n),European beaver,"weighs, on average,",25,kilograms,NA,NA,NA,NA,monarch
4577,A(n),Giant otter,"weighs, on average,",24,kilograms,NA,NA,NA,NA,monarch
4578,A(n),Cape porcupine,"weighs, on average,",24,kilograms,NA,NA,NA,NA,monarch
4579,A(n),African clawless otter,"weighs, on average,",24,kilograms,NA,NA,NA,NA,monarch
4580,A(n),Mountain gazelle,"weighs, on average,",23,kilograms,NA,NA,NA,NA,monarch
4581,A(n),Arabian tahr,"weighs, on average,",23,kilograms,NA,NA,NA,NA,monarch
4582,A(n),Mandrill,"weighs, on average,",23,kilograms,NA,NA,NA,NA,monarch
4583,A(n),Lynx,"weighs, on average,",23,kilograms,NA,NA,NA,NA,monarch
4584,A(n),White-lipped peccary,"weighs, on average,",22,kilograms,NA,NA,NA,NA,monarch
4585,A(n),Fea's muntjac,"weighs, on average,",22,kilograms,NA,NA,NA,NA,monarch
4586,A(n),Western roe deer,"weighs, on average,",22,kilograms,NA,NA,NA,NA,monarch
4587,A(n),Maned wolf,"weighs, on average,",22,kilograms,NA,NA,NA,NA,monarch
4588,A(n),Indian muntjac,"weighs, on average,",21,kilograms,NA,NA,NA,NA,monarch
4589,A(n),American beaver,"weighs, on average,",20,kilograms,NA,NA,NA,NA,monarch
4590,A(n),Collared peccary,"weighs, on average,",20,kilograms,NA,NA,NA,NA,monarch
4591,A(n),Indian crested porcupine,"weighs, on average,",20,kilograms,NA,NA,NA,NA,monarch
4592,A(n),African porcupine,"weighs, on average,",20,kilograms,NA,NA,NA,NA,monarch
4593,A(n),Speke's gazelle,"weighs, on average,",20,kilograms,NA,NA,NA,NA,monarch
4594,A(n),Clouded leopard,"weighs, on average,",20,kilograms,NA,NA,NA,NA,monarch
4595,A(n),Four-horned antelope,"weighs, on average,",19,kilograms,NA,NA,NA,NA,monarch
4596,A(n),Indian gazelle,"weighs, on average,",19,kilograms,NA,NA,NA,NA,monarch
4597,A(n),Bush duiker,"weighs, on average,",19,kilograms,NA,NA,NA,NA,monarch
4598,A(n),Drill,"weighs, on average,",18,kilograms,NA,NA,NA,NA,monarch
4599,A(n),Black duiker,"weighs, on average,",18,kilograms,NA,NA,NA,NA,monarch
4600,A(n),Reeves's muntjac,"weighs, on average,",18,kilograms,NA,NA,NA,NA,monarch
4601,A(n),Hamadryas baboon,"weighs, on average,",18,kilograms,NA,NA,NA,NA,monarch
4602,A(n),Black wallaroo,"weighs, on average,",18,kilograms,NA,NA,NA,NA,monarch
4603,A(n),Zebra duiker,"weighs, on average,",18,kilograms,NA,NA,NA,NA,monarch
4604,A(n),Cuvier's gazelle,"weighs, on average,",18,kilograms,NA,NA,NA,NA,monarch
4605,A(n),Oribi,"weighs, on average,",17,kilograms,NA,NA,NA,NA,monarch
4606,A(n),Gray brocket,"weighs, on average,",17,kilograms,NA,NA,NA,NA,monarch
4607,A(n),Whiptail wallaby,"weighs, on average,",17,kilograms,NA,NA,NA,NA,monarch
4608,A(n),Wolverine,"weighs, on average,",16,kilograms,NA,NA,NA,NA,monarch
4609,A(n),Gelada baboon,"weighs, on average,",16,kilograms,NA,NA,NA,NA,monarch
4610,A(n),Red-necked wallaby,"weighs, on average,",16,kilograms,NA,NA,NA,NA,monarch
4611,A(n),Agile wallaby,"weighs, on average,",16,kilograms,NA,NA,NA,NA,monarch
4612,A(n),Caracal,"weighs, on average,",16,kilograms,NA,NA,NA,NA,monarch
4613,A(n),Dhole,"weighs, on average,",16,kilograms,NA,NA,NA,NA,monarch
4614,A(n),Red-fronted gazelle,"weighs, on average,",15,kilograms,NA,NA,NA,NA,monarch
4615,A(n),Swamp wallaby,"weighs, on average,",15,kilograms,NA,NA,NA,NA,monarch
4616,A(n),Proboscis monkey,"weighs, on average,",15,kilograms,NA,NA,NA,NA,monarch
4617,A(n),Dorcas gazelle,"weighs, on average,",15,kilograms,NA,NA,NA,NA,monarch
4618,A(n),Black-fronted duiker,"weighs, on average,",14,kilograms,NA,NA,NA,NA,monarch
4619,A(n),African civet,"weighs, on average,",14,kilograms,NA,NA,NA,NA,monarch
4620,A(n),Hanuman langur,"weighs, on average,",14,kilograms,NA,NA,NA,NA,monarch
4621,A(n),Asiatic golden cat,"weighs, on average,",14,kilograms,NA,NA,NA,NA,monarch
4622,A(n),Serval,"weighs, on average,",13,kilograms,NA,NA,NA,NA,monarch
4623,A(n),Coyote,"weighs, on average,",13,kilograms,NA,NA,NA,NA,monarch
4624,A(n),Indian pangolin,"weighs, on average,",13,kilograms,NA,NA,NA,NA,monarch
4625,A(n),Steenbok,"weighs, on average,",13,kilograms,NA,NA,NA,NA,monarch
4626,A(n),Old World badger,"weighs, on average,",13,kilograms,NA,NA,NA,NA,monarch
4627,A(n),Red-flanked duiker,"weighs, on average,",13,kilograms,NA,NA,NA,NA,monarch
4628,A(n),Patagonian cavy,"weighs, on average,",13,kilograms,NA,NA,NA,NA,monarch
4629,A(n),Pacarana,"weighs, on average,",12,kilograms,NA,NA,NA,NA,monarch
4630,A(n),Binturong,"weighs, on average,",12,kilograms,NA,NA,NA,NA,monarch
4631,A(n),Chinese forest musk deer,"weighs, on average,",12,kilograms,NA,NA,NA,NA,monarch
4632,A(n),Klipspringer,"weighs, on average,",12,kilograms,NA,NA,NA,NA,monarch
4633,A(n),Tonkean macaque,"weighs, on average,",12,kilograms,NA,NA,NA,NA,monarch
4634,A(n),Bay duiker,"weighs, on average,",12,kilograms,NA,NA,NA,NA,monarch
4635,A(n),Chinese water deer,"weighs, on average,",12,kilograms,NA,NA,NA,NA,monarch
4636,A(n),Capped leaf monkey,"weighs, on average,",11,kilograms,NA,NA,NA,NA,monarch
4637,A(n),Grizzled tree kangaroo,"weighs, on average,",11,kilograms,NA,NA,NA,NA,monarch
4638,A(n),Black-striped scrub wallaby,"weighs, on average,",11,kilograms,NA,NA,NA,NA,monarch
4639,A(n),Woolly spider monkey or muriqui,"weighs, on average,",11,kilograms,NA,NA,NA,NA,monarch
4640,A(n),Spanish lynx,"weighs, on average,",11,kilograms,NA,NA,NA,NA,monarch
4641,A(n),Alpine musk deer,"weighs, on average,",11,kilograms,NA,NA,NA,NA,monarch
4642,A(n),Water chevrotain,"weighs, on average,",11,kilograms,NA,NA,NA,NA,monarch
4643,A(n),Golden jackal,"weighs, on average,",11,kilograms,NA,NA,NA,NA,monarch
4644,A(n),Barbary macaque,"weighs, on average,",11,kilograms,NA,NA,NA,NA,monarch
4645,A(n),African golden cat,"weighs, on average,",11,kilograms,NA,NA,NA,NA,monarch
4646,A(n),Fishing cat,"weighs, on average,",11,kilograms,NA,NA,NA,NA,monarch
4647,A(n),Hog badger,"weighs, on average,",11,kilograms,NA,NA,NA,NA,monarch
4648,A(n),Tibetan macaque,"weighs, on average,",10,kilograms,NA,NA,NA,NA,monarch
4649,A(n),Black-backed jackal,"weighs, on average,",10,kilograms,NA,NA,NA,NA,monarch
4650,A(n),Side-striped jackal,"weighs, on average,",10,kilograms,NA,NA,NA,NA,monarch
4651,A(n),Cape grysbok,"weighs, on average,",10,kilograms,NA,NA,NA,NA,monarch
4652,A(n),Canada lynx,"weighs, on average,",10,kilograms,NA,NA,NA,NA,monarch
4653,A(n),Oriental civet,"weighs, on average,",10,kilograms,NA,NA,NA,NA,monarch
4654,A(n),Jungle cat,"weighs, on average,",10,kilograms,NA,NA,NA,NA,monarch
4655,A(n),Honey badger,"weighs, on average,",10,kilograms,NA,NA,NA,NA,monarch
4656,A(n),Southern pudu,"weighs, on average,",10,kilograms,NA,NA,NA,NA,monarch
4657,A(n),Siberian musk deer,"weighs, on average,",10,kilograms,NA,NA,NA,NA,monarch
4658,A(n),Natal duiker,"weighs, on average,",10,kilograms,NA,NA,NA,NA,monarch
4659,A(n),Guereza,"weighs, on average,",10,kilograms,NA,NA,NA,NA,monarch
4660,A(n),Douc langur,"weighs, on average,",10,kilograms,NA,NA,NA,NA,monarch
4661,A(n),Doria's tree kangaroo,"weighs, on average,",10,kilograms,NA,NA,NA,NA,monarch
4662,A(n),King colobus,"weighs, on average,",10,kilograms,NA,NA,NA,NA,monarch
4663,A(n),Fossa,"weighs, on average,",10,kilograms,NA,NA,NA,NA,monarch
4664,A(n),Small-eared dog,"weighs, on average,",10,kilograms,NA,NA,NA,NA,monarch
4665,A(n),Red-capped mangabey,"weighs, on average,",9,kilograms,NA,NA,NA,NA,monarch
4666,A(n),Tana River mangabey,"weighs, on average,",9,kilograms,NA,NA,NA,NA,monarch
4667,A(n),Gray-cheeked mangabey,"weighs, on average,",9,kilograms,NA,NA,NA,NA,monarch
4668,A(n),Bennett's tree kangaroo,"weighs, on average,",9,kilograms,NA,NA,NA,NA,monarch
4669,A(n),Koala,"weighs, on average,",9,kilograms,NA,NA,NA,NA,monarch
4670,A(n),Stump-tailed macaque,"weighs, on average,",9,kilograms,NA,NA,NA,NA,monarch
4671,A(n),Assam macaque,"weighs, on average,",9,kilograms,NA,NA,NA,NA,monarch
4672,A(n),Mountain paca,"weighs, on average,",9,kilograms,NA,NA,NA,NA,monarch
4673,A(n),Northern river otter,"weighs, on average,",9,kilograms,NA,NA,NA,NA,monarch
4674,A(n),Blue monkey,"weighs, on average,",9,kilograms,NA,NA,NA,NA,monarch
4675,A(n),Paca,"weighs, on average,",9,kilograms,NA,NA,NA,NA,monarch
4676,A(n),Smooth-coated otter,"weighs, on average,",9,kilograms,NA,NA,NA,NA,monarch
4677,A(n),Japanese macaque,"weighs, on average,",9,kilograms,NA,NA,NA,NA,monarch
4678,A(n),Ocelot,"weighs, on average,",9,kilograms,NA,NA,NA,NA,monarch
4679,A(n),Angolan colobus,"weighs, on average,",9,kilograms,NA,NA,NA,NA,monarch
4680,A(n),Bobcat,"weighs, on average,",9,kilograms,NA,NA,NA,NA,monarch
4681,A(n),North American porcupine,"weighs, on average,",9,kilograms,NA,NA,NA,NA,monarch
4682,A(n),Rhesus monkey,"weighs, on average,",8,kilograms,NA,NA,NA,NA,monarch
4683,A(n),Golden leaf monkey,"weighs, on average,",8,kilograms,NA,NA,NA,NA,monarch
4684,A(n),Pygmy hog,"weighs, on average,",8,kilograms,NA,NA,NA,NA,monarch
4685,A(n),Black tree kangaroo,"weighs, on average,",8,kilograms,NA,NA,NA,NA,monarch
4686,A(n),American badger,"weighs, on average,",8,kilograms,NA,NA,NA,NA,monarch
4687,A(n),Old World porcupine,"weighs, on average,",8,kilograms,NA,NA,NA,NA,monarch
4688,A(n),Celebes crested macaque,"weighs, on average,",8,kilograms,NA,NA,NA,NA,monarch
4689,A(n),Pigtail macaque,"weighs, on average,",8,kilograms,NA,NA,NA,NA,monarch
4690,A(n),Black spider monkey,"weighs, on average,",8,kilograms,NA,NA,NA,NA,monarch
4691,A(n),Liontail macaque,"weighs, on average,",8,kilograms,NA,NA,NA,NA,monarch
4692,A(n),Nutria,"weighs, on average,",8,kilograms,NA,NA,NA,NA,monarch
4693,A(n),Patas monkey,"weighs, on average,",8,kilograms,NA,NA,NA,NA,monarch
4694,A(n),White-bellied spider monkey,"weighs, on average,",8,kilograms,NA,NA,NA,NA,monarch
4695,A(n),Neotropical river otter,"weighs, on average,",8,kilograms,NA,NA,NA,NA,monarch
4696,A(n),Long-nosed echidna,"weighs, on average,",8,kilograms,NA,NA,NA,NA,monarch
4697,A(n),Goodfellow's tree kangaroo,"weighs, on average,",7,kilograms,NA,NA,NA,NA,monarch
4698,A(n),Tangalunga,"weighs, on average,",7,kilograms,NA,NA,NA,NA,monarch
4699,A(n),Francois' langur,"weighs, on average,",7,kilograms,NA,NA,NA,NA,monarch
4700,A(n),Bobak marmot,"weighs, on average,",7,kilograms,NA,NA,NA,NA,monarch
4701,A(n),Central American spider monkey,"weighs, on average,",7,kilograms,NA,NA,NA,NA,monarch
4702,A(n),Matschie's tree kangaroo,"weighs, on average,",7,kilograms,NA,NA,NA,NA,monarch
4703,A(n),Purple-faced leaf monkey,"weighs, on average,",7,kilograms,NA,NA,NA,NA,monarch
4704,A(n),Dusky leaf monkey,"weighs, on average,",7,kilograms,NA,NA,NA,NA,monarch
4705,A(n),Mantled howler monkey,"weighs, on average,",7,kilograms,NA,NA,NA,NA,monarch
4706,A(n),Bear cuscus,"weighs, on average,",7,kilograms,NA,NA,NA,NA,monarch
4707,A(n),Maxwell's duiker,"weighs, on average,",7,kilograms,NA,NA,NA,NA,monarch
4708,A(n),Mexican black howler monkey,"weighs, on average,",7,kilograms,NA,NA,NA,NA,monarch
4709,A(n),White-handed gibbon,"weighs, on average,",7,kilograms,NA,NA,NA,NA,monarch
4710,A(n),Bonnet macaque,"weighs, on average,",7,kilograms,NA,NA,NA,NA,monarch
4711,A(n),Flat-headed cat,"weighs, on average,",7,kilograms,NA,NA,NA,NA,monarch
4712,A(n),Eurasian river otter,"weighs, on average,",7,kilograms,NA,NA,NA,NA,monarch
4713,A(n),Grizzled leaf monkey,"weighs, on average,",7,kilograms,NA,NA,NA,NA,monarch
4714,A(n),North Sumatran leaf monkey,"weighs, on average,",7,kilograms,NA,NA,NA,NA,monarch
4715,A(n),Bolivian red howler monkey,"weighs, on average,",7,kilograms,NA,NA,NA,NA,monarch
4716,A(n),Cane rat,"weighs, on average,",7,kilograms,NA,NA,NA,NA,monarch
4717,A(n),Red howler monkey,"weighs, on average,",7,kilograms,NA,NA,NA,NA,monarch
4718,A(n),Mitred leaf monkey,"weighs, on average,",7,kilograms,NA,NA,NA,NA,monarch
4719,A(n),Raccoon dog,"weighs, on average,",7,kilograms,NA,NA,NA,NA,monarch
4720,A(n),Crab-eating fox,"weighs, on average,",7,kilograms,NA,NA,NA,NA,monarch
4721,A(n),Tammar wallaby,"weighs, on average,",7,kilograms,NA,NA,NA,NA,monarch
4722,A(n),Suni,"weighs, on average,",7,kilograms,NA,NA,NA,NA,monarch
4723,A(n),Tasmanian devil,"weighs, on average,",7,kilograms,NA,NA,NA,NA,monarch
4724,A(n),Greater mouse-deer,"weighs, on average,",7,kilograms,NA,NA,NA,NA,monarch
4725,A(n),Long-tailed macaque,"weighs, on average,",6,kilograms,NA,NA,NA,NA,monarch
4726,A(n),Hoary marmot,"weighs, on average,",6,kilograms,NA,NA,NA,NA,monarch
4727,A(n),Crab-eating raccoon,"weighs, on average,",6,kilograms,NA,NA,NA,NA,monarch
4728,A(n),Hoffmann's two-toed sloth,"weighs, on average,",6,kilograms,NA,NA,NA,NA,monarch
4729,A(n),Blue duiker,"weighs, on average,",6,kilograms,NA,NA,NA,NA,monarch
4730,A(n),Linne's two-toed sloth,"weighs, on average,",6,kilograms,NA,NA,NA,NA,monarch
4731,A(n),Silvery gibbon,"weighs, on average,",6,kilograms,NA,NA,NA,NA,monarch
4732,A(n),Bush dog,"weighs, on average,",6,kilograms,NA,NA,NA,NA,monarch
4733,A(n),Ringtailed rock wallaby,"weighs, on average,",6,kilograms,NA,NA,NA,NA,monarch
4734,A(n),White-whiskered spider monkey,"weighs, on average,",6,kilograms,NA,NA,NA,NA,monarch
4735,A(n),Chamek spider monkey,"weighs, on average,",6,kilograms,NA,NA,NA,NA,monarch
4736,A(n),Plains viscacha,"weighs, on average,",6,kilograms,NA,NA,NA,NA,monarch
4737,A(n),Common raccoon,"weighs, on average,",6,kilograms,NA,NA,NA,NA,monarch
4738,A(n),Brush-tailed rock wallaby,"weighs, on average,",6,kilograms,NA,NA,NA,NA,monarch
4739,A(n),De Brazza's monkey,"weighs, on average,",6,kilograms,NA,NA,NA,NA,monarch
4740,A(n),Agile gibbon,"weighs, on average,",6,kilograms,NA,NA,NA,NA,monarch
4741,A(n),Kloss's gibbon,"weighs, on average,",6,kilograms,NA,NA,NA,NA,monarch
4742,A(n),Northern nail-tailed wallaby,"weighs, on average,",6,kilograms,NA,NA,NA,NA,monarch
4743,A(n),Borneo gibbon,"weighs, on average,",6,kilograms,NA,NA,NA,NA,monarch
4744,A(n),Pileated gibbon,"weighs, on average,",6,kilograms,NA,NA,NA,NA,monarch
4745,A(n),Diademed sifaka,"weighs, on average,",6,kilograms,NA,NA,NA,NA,monarch
4746,A(n),Australian tiger cat,"weighs, on average,",6,kilograms,NA,NA,NA,NA,monarch
4747,A(n),Ridled nail-tailed wallaby,"weighs, on average,",6,kilograms,NA,NA,NA,NA,monarch
4748,A(n),Common long-nosed armadillo,"weighs, on average,",6,kilograms,NA,NA,NA,NA,monarch
4749,A(n),Wild cat,"weighs, on average,",6,kilograms,NA,NA,NA,NA,monarch
4750,A(n),White-nosed guenon,"weighs, on average,",5,kilograms,NA,NA,NA,NA,monarch
4751,A(n),Black howler monkey,"weighs, on average,",5,kilograms,NA,NA,NA,NA,monarch
4752,A(n),Sun-tailed monkey,"weighs, on average,",5,kilograms,NA,NA,NA,NA,monarch
4753,A(n),Preuss's monkey,"weighs, on average,",5,kilograms,NA,NA,NA,NA,monarch
4754,A(n),Tasmanian red-bellied pademelon,"weighs, on average,",5,kilograms,NA,NA,NA,NA,monarch
4755,A(n),Kirk's dik-dik,"weighs, on average,",5,kilograms,NA,NA,NA,NA,monarch
4756,A(n),Brown dorcopsis,"weighs, on average,",5,kilograms,NA,NA,NA,NA,monarch
4757,A(n),Leopard cat,"weighs, on average,",5,kilograms,NA,NA,NA,NA,monarch
4758,A(n),Verreaux's sifaka,"weighs, on average,",5,kilograms,NA,NA,NA,NA,monarch
4759,A(n),Six-banded armadillo,"weighs, on average,",5,kilograms,NA,NA,NA,NA,monarch
4760,A(n),Gray fox,"weighs, on average,",5,kilograms,NA,NA,NA,NA,monarch
4761,A(n),Coatimundi,"weighs, on average,",5,kilograms,NA,NA,NA,NA,monarch
4762,A(n),Vancouver marmot,"weighs, on average,",5,kilograms,NA,NA,NA,NA,monarch
4763,A(n),Allen's swamp monkey,"weighs, on average,",5,kilograms,NA,NA,NA,NA,monarch
4764,A(n),L'hoest's monkey,"weighs, on average,",5,kilograms,NA,NA,NA,NA,monarch
4765,A(n),Cuban hutia,"weighs, on average,",5,kilograms,NA,NA,NA,NA,monarch
4766,A(n),Diana monkey,"weighs, on average,",5,kilograms,NA,NA,NA,NA,monarch
4767,A(n),Gunther's dik-dik,"weighs, on average,",5,kilograms,NA,NA,NA,NA,monarch
4768,A(n),Tayra,"weighs, on average,",5,kilograms,NA,NA,NA,NA,monarch
4769,A(n),Mona monkey,"weighs, on average,",5,kilograms,NA,NA,NA,NA,monarch
4770,A(n),Northern tamandua,"weighs, on average,",5,kilograms,NA,NA,NA,NA,monarch
4771,A(n),Southern tamandua,"weighs, on average,",5,kilograms,NA,NA,NA,NA,monarch
4772,A(n),Owl-faced monkey,"weighs, on average,",4,kilograms,NA,NA,NA,NA,monarch
